original_text,cleaned_text,rating,sentiment,text_length
"Halo Instagram saya mau konfirmasi kenapa akun saya yang udah lama sapakia mengikuti orang yang tidak saya kenal,Dan saya udah ganti password masih mengikuti orang yang tidak dikenal padahal itu privasi saya terasa terancam,Dan malah di blok aku Ig saya Tim Dukungan Instagram kurang memuaskan tolong di perbaiki sekian saya ucapkan Terima kasih",halo instagram saya mau konfirmasi kenapa akun saya yang udah lama sapakia mengikuti orang yang tidak saya kenal dan saya udah ganti password masih mengikuti orang yang tidak dikenal padahal itu privasi saya terasa terancam dan malah di blok aku ig saya tim dukungan instagram kurang memuaskan tolong di perbaiki sekian saya ucapkan terima kasih,2,negative,345
apkk memuaskannnn woww saya suka dgn fitur lengkappp bgttt IM goddd‼️,apkk memuaskannnn woww saya suka dgn fitur lengkappp bgttt im goddd,5,positive,67
kebanyakan iklan judol udah di laporin masih gitu aja,kebanyakan iklan judol udah di laporin masih gitu aja,1,negative,53
🔥 10/10! Absolutely stunning,absolutely stunning,5,positive,19
sangat memotivasi diri kita,sangat memotivasi diri kita,5,positive,27
bagus bnget,bagus bnget,4,positive,11
"bagus buat explore secara online, tp kdg aku masih sedih keinget DM terakhir ke crush tp ga direspon hampir sebulan ktnya sakit tp ketahuan buka bot di tele buat yari cewe, sisi lain aku harus buka ig buat liat update tutor daring dari kampus onlineku terpaksa bgt buka sosmed karena itu langkah paling mudah, meskipun aku udh hapus akun lama tp seseorang yang blm lama diakun itu blm bisa kehapus:( maaf out from the topic but please tell me how to move on🙏",bagus buat explore secara online tp kdg aku masih sedih keinget dm terakhir ke crush tp ga direspon hampir sebulan ktnya sakit tp ketahuan buka bot di tele buat yari cewe sisi lain aku harus buka ig buat liat update tutor daring dari kampus onlineku terpaksa bgt buka sosmed karena itu langkah paling mudah meskipun aku udh hapus akun lama tp seseorang yang blm lama diakun itu blm bisa kehapus maaf out from the topic but please tell me how to move on,5,positive,452
eksplore sering loading terus 👎🏻,eksplore sering loading terus,2,negative,29
tp kenapa sekarang ga bisa liat nge lag ya?,tp kenapa sekarang ga bisa liat nge lag ya,5,positive,42
bintang 4 dulu karena buat pesan suara ga jalan suaranya ga keluar,bintang dulu karena buat pesan suara ga jalan suaranya ga keluar,4,positive,64
"aplikasi ngga jelas bikin aku tujuannya biar ada sosmed eh ada notif melanggar peraturan dll apalah, bikin akun juga ngga melanggar aturan ngga judol ngga apa malah di hapus mulu. aplikasi kurang bgt",aplikasi ngga jelas bikin aku tujuannya biar ada sosmed eh ada notif melanggar peraturan dll apalah bikin akun juga ngga melanggar aturan ngga judol ngga apa malah di hapus mulu aplikasi kurang bgt,1,negative,197
berguna untuk konten kreator,berguna untuk konten kreator,5,positive,28
"untuk aplikasi ini sangat mempermudah,apalagi semenjak sudah hadir aplikasi editnya dan semoga kedepan saya bisa berkembang lagi untuk pemutaran video klipnya.amin 🤲🤲😇",untuk aplikasi ini sangat mempermudah apalagi semenjak sudah hadir aplikasi editnya dan semoga kedepan saya bisa berkembang lagi untuk pemutaran video klipnya amin,5,positive,163
"Ini knp setelah di update profil nya berubah di tambah keterangan pengikut,mengikuti,dan postingannya berubah jadi agak ngebug,jelek. Tolong di perbaiki lagi",ini knp setelah di update profil nya berubah di tambah keterangan pengikut mengikuti dan postingannya berubah jadi agak ngebug jelek tolong di perbaiki lagi,5,positive,156
aku suka sama aplikasi nya,aku suka sama aplikasi nya,5,positive,26
ini adalah aplikasi yang bagus selain buat menonton/memposting vidio dan dapat mengobrol dengan orang asing maupun teman,ini adalah aplikasi yang bagus selain buat menonton memposting vidio dan dapat mengobrol dengan orang asing maupun teman,5,positive,120
reset sandi ajah butuh beberapa jam. gk jelas,reset sandi ajah butuh beberapa jam gk jelas,1,negative,44
minimal 17 tahun lah bisa live fitur nya kesian yang udah punya identitas msih belum bisa live harus pakai KTP untuk mengubah tanggal lahir nya,minimal tahun lah bisa live fitur nya kesian yang udah punya identitas msih belum bisa live harus pakai ktp untuk mengubah tanggal lahir nya,1,negative,140
Daftarnya susah bet,daftarnya susah bet,1,negative,19
"bagus ,suka bnget",bagus suka bnget,4,positive,16
bersosial menjadi lebih efektif,bersosial menjadi lebih efektif,5,positive,31
bagus banget,bagus banget,4,positive,12
tegar sabar,tegar sabar,5,positive,11
aplikasi bagus buat konten sosial media,aplikasi bagus buat konten sosial media,5,positive,39
sangat sangat bagus,sangat sangat bagus,5,positive,19
"suka aja buat foto""",suka aja buat foto,5,positive,18
"saya kasih bintang 5 tapi saran saya, cerita yang baru diarsip belum ada 24 jam itu ketika dipencet atau dibuka jangan lgsg dihilangkan di arsipan nya, kadang itu kenangan. tapi apa? malah ketika kita pencet hilang. dibalikin ga bisa lagi. tolong lah ubah fitur kayak gitu",saya kasih bintang tapi saran saya cerita yang baru diarsip belum ada jam itu ketika dipencet atau dibuka jangan lgsg dihilangkan di arsipan nya kadang itu kenangan tapi apa malah ketika kita pencet hilang dibalikin ga bisa lagi tolong lah ubah fitur kayak gitu,5,positive,261
"Instagram memang banyak manfaat,tapi tuduhan pelanggaran padahal enggak tu bikin kesel sumpah ,udahlah akun dinonaktifkan padahal isinya penting semua,apalah🗿",instagram memang banyak manfaat tapi tuduhan pelanggaran padahal enggak tu bikin kesel sumpah udahlah akun dinonaktifkan padahal isinya penting semua apalah,1,negative,156
"PLEASE, BALIKIN KE SEMULA.. FEED POSTINGAN SESUAI TANGGAL POSTING, BUKAN SESUAI VIEWS PALING GEDE JADI DI ATAS, KARNA ITU BIKIN FEED JADI TIDAK RAPIH ‼️",please balikin ke semula feed postingan sesuai tanggal posting bukan sesuai views paling gede jadi di atas karna itu bikin feed jadi tidak rapih,1,negative,144
masak pengikut harus 1000 qgar bisa live,masak pengikut harus qgar bisa live,1,negative,35
lebih menyenagkan,lebih menyenagkan,5,positive,17
cocok buat kita lihat,cocok buat kita lihat,5,positive,21
bisnis lancar,bisnis lancar,5,positive,13
Izin kan lagi Live Ig yg followers nya kurang dari 1K,izin kan lagi live ig yg followers nya kurang dari k,1,negative,52
Instagram ituu emang seru tapi penuh memorii yaa,instagram ituu emang seru tapi penuh memorii yaa,1,negative,48
aplikasi yang sangat bagus,aplikasi yang sangat bagus,5,positive,26
sangat bagus,sangat bagus,5,positive,12
TOLONG DI PERBAIKI LAGI LAHHHHHHH MASA SAYA DARI AKU PRIBADI MAU KE PROFESIONAL/KREATOR KAGA BISA ADA BANYAK GANGUAN DAN RINTANGAN MOHON PERBAIKI LAGI INSTAGRAM BIAR PENGUNANYA NYAMAN DAN SUKA,tolong di perbaiki lagi lahhhhhhh masa saya dari aku pribadi mau ke profesional kreator kaga bisa ada banyak ganguan dan rintangan mohon perbaiki lagi instagram biar pengunanya nyaman dan suka,5,positive,192
mantappp aplikasi nya,mantappp aplikasi nya,5,positive,21
"Tolong tambahkan fitur ""simpan ke galeri"" untuk menyimpan foto dari postingan seseorang, seperti facebook terimakasih..",tolong tambahkan fitur simpan ke galeri untuk menyimpan foto dari postingan seseorang seperti facebook terimakasih,2,negative,114
gabisa siaran langsung kalau folowernya dibawah 1k balikin lagi dong kayak dulu,gabisa siaran langsung kalau folowernya dibawah k balikin lagi dong kayak dulu,2,negative,78
ya bagus aja,ya bagus aja,5,positive,12
"tiba-tiba ga bisa masuk, keluar² sndiri gjls",tiba tiba ga bisa masuk keluar sndiri gjls,1,negative,42
bagus sekali,bagus sekali,5,positive,12
sangat membantu untuk bisnis,sangat membantu untuk bisnis,5,positive,28
alpks ini sangat bagus dan sangat membantu. ☺☺,alpks ini sangat bagus dan sangat membantu,5,positive,42
ga bisa ubah akun profesional ke akun pribadi,ga bisa ubah akun profesional ke akun pribadi,1,negative,45
aku suka sihh dalam peng updet tan nya tapi knp makin ngelg ya padahal sinyal wifi nya bagus,aku suka sihh dalam peng updet tan nya tapi knp makin ngelg ya padahal sinyal wifi nya bagus,5,positive,92
kenapa yah sekarang ngga ada fitur live dan sekarang kalau harus live followers nya 1000 tolong benerin lg biar bisa live dan tidak ada batasan followers,kenapa yah sekarang ngga ada fitur live dan sekarang kalau harus live followers nya tolong benerin lg biar bisa live dan tidak ada batasan followers,2,negative,148
baguussssssssss,baguussssssssss,5,positive,15
akun saya tidak bisa di private,akun saya tidak bisa di private,1,negative,31
"kok lama2 makin rusak, padahal jaringan dan paketnya ada kok rusak IG sekarang",kok lama makin rusak padahal jaringan dan paketnya ada kok rusak ig sekarang,1,negative,76
nice moment,nice moment,5,positive,11
pantasnya bintang 1,pantasnya bintang,1,negative,17
Gajelas gd tema nya,gajelas gd tema nya,5,positive,19
GK bisa di update,gk bisa di update,4,positive,17
sangatt baguss,sangatt baguss,5,positive,14
"ini gimana sih,tiba tiba ngefollow akun orang yang ngga dikenal,kaget bgt jarang main Ig tapi following ku banyak banget tolong dong jagain emosi saya",ini gimana sih tiba tiba ngefollow akun orang yang ngga dikenal kaget bgt jarang main ig tapi following ku banyak banget tolong dong jagain emosi saya,2,negative,150
"kenapa iniii ig, akun aku tiba tiba logout plisss cepet perbaiki meta, akun kedua aku gpp sedangkan yg pertama malah logout sendiri plissss cepet perbaiki akun itu penting bgtttt",kenapa iniii ig akun aku tiba tiba logout plisss cepet perbaiki meta akun kedua aku gpp sedangkan yg pertama malah logout sendiri plissss cepet perbaiki akun itu penting bgtttt,5,positive,176
tolong kembikan jj ig,tolong kembikan jj ig,1,negative,21
tolong dong gue suka live kenapa skrg ga bisa live :(,tolong dong gue suka live kenapa skrg ga bisa live,1,negative,50
sangat baguss,sangat baguss,5,positive,13
APLIKASINYA SERING BUG,aplikasinya sering bug,1,negative,22
"luar biasa manfaat dan efektif sekali, dampak positifnya mencengangkan.",luar biasa manfaat dan efektif sekali dampak positifnya mencengangkan,5,positive,69
GABISA POST CLOSE FRIEND GIMANA SI AELAH,gabisa post close friend gimana si aelah,5,positive,40
Aplikasi berat sebelah,aplikasi berat sebelah,5,positive,22
akun baru yg kemarin buat kok hilang kak dan ngk balik muncul akunnya🥹,akun baru yg kemarin buat kok hilang kak dan ngk balik muncul akunnya,5,positive,69
Bisa cari pasangan,bisa cari pasangan,5,positive,18
membayar secara otomatis gajelas,membayar secara otomatis gajelas,1,negative,32
sangat puas namun sulit sekali untuk fyp,sangat puas namun sulit sekali untuk fyp,5,positive,40
Aplikasinya sudah bagus tapi filter JJ yg saya simpan pada hilang tolong kembalikan ya filter JJ nya jadi saya kasi bintang 4 dulu,aplikasinya sudah bagus tapi filter jj yg saya simpan pada hilang tolong kembalikan ya filter jj nya jadi saya kasi bintang dulu,4,positive,128
kenapa harus update dulu,kenapa harus update dulu,4,positive,24
"aku sangat senang sekali dengan aplikasi ini karena, aplikasi ini yang bikin aku dapat pacar dengan sangat cepat, saya sangat suka aplikasi ini 😘",aku sangat senang sekali dengan aplikasi ini karena aplikasi ini yang bikin aku dapat pacar dengan sangat cepat saya sangat suka aplikasi ini,5,positive,141
punya aku gak ada fitur komen story orang di story,punya aku gak ada fitur komen story orang di story,5,positive,50
mantap kale pun ini apk nya,mantap kale pun ini apk nya,5,positive,27
asip suka ilang gajelas,asip suka ilang gajelas,1,negative,23
sangat membantu kami untuk bersilaturahmi,sangat membantu kami untuk bersilaturahmi,5,positive,41
senang banget memiliki aplikasi ini,senang banget memiliki aplikasi ini,5,positive,35
"tolong kembalikan akun instagram saya kena suspend padahal tidak menyalahi aturan instagram, saya juga sudah mengaju banding tapi tidak bisa upload identitas dan saya juga sudah kirim email tapi tidak ada respon dari pihak instagramnya",tolong kembalikan akun instagram saya kena suspend padahal tidak menyalahi aturan instagram saya juga sudah mengaju banding tapi tidak bisa upload identitas dan saya juga sudah kirim email tapi tidak ada respon dari pihak instagramnya,1,negative,234
"akun ga bisa login ni, berusaha login tpi keluar lagi dan suruh ganti pasword berulang kali, payah banget diupdate malah mempersulit",akun ga bisa login ni berusaha login tpi keluar lagi dan suruh ganti pasword berulang kali payah banget diupdate malah mempersulit,1,negative,130
karna Ig ini random,karna ig ini random,5,positive,19
saya senang skali menggunakan aplikasi ini,saya senang skali menggunakan aplikasi ini,5,positive,42
0/10 rate warga ig,rate warga ig,4,positive,13
menarik untuk berbagi pengalaman bersama teman,menarik untuk berbagi pengalaman bersama teman,4,positive,46
saya tidak bisa masuk ke akun saya bagaimana ini tolong di perbaiki semuanya sudah benar tetapi tetap tidak bisa masuk sudah sekitar 4 harian seperti ini,saya tidak bisa masuk ke akun saya bagaimana ini tolong di perbaiki semuanya sudah benar tetapi tetap tidak bisa masuk sudah sekitar harian seperti ini,1,negative,151
pitur live knp gabisa yah sblm folowersnya 1000,pitur live knp gabisa yah sblm folowersnya,1,negative,42
"akun gw kena tangguhkan, pdahal gasalah apa apa, alasanya katanya gw bukan manusia, harus konfirnasi , like damn gw udh sering post foto gw sndiri anjr, bikin story jga normal"" aj, ini gw kasi bintang 5 biar muncul diatas, karna ap? karna klo bintang satu, 100% gabaklan keliatan nih komentar gw.",akun gw kena tangguhkan pdahal gasalah apa apa alasanya katanya gw bukan manusia harus konfirnasi like damn gw udh sering post foto gw sndiri anjr bikin story jga normal aj ini gw kasi bintang biar muncul diatas karna ap karna klo bintang satu gabaklan keliatan nih komentar gw,5,positive,277
"apaan coba tambah update malah ada beberapa yang hilang, kyk lagu yang di profil ku padahal awalnya ada eh pas di update malh hilang tapi diakun orang lain malh ada, trs sama membagikan catatan lagu di profil gk bisa nyari sendiri bisanya yang ""untuk anda"" doang apaan banget coba😒, DISLIKE BANGET.",apaan coba tambah update malah ada beberapa yang hilang kyk lagu yang di profil ku padahal awalnya ada eh pas di update malh hilang tapi diakun orang lain malh ada trs sama membagikan catatan lagu di profil gk bisa nyari sendiri bisanya yang untuk anda doang apaan banget coba dislike banget,2,negative,291
"hai assalamualaikum perasaan dlu klau daftar (buat akun) gampang kok sekarang susah ya?, dan juga klau buat akun nya ribet itu aja si gangguan nya semoga di perbaiki lgi..",hai assalamualaikum perasaan dlu klau daftar buat akun gampang kok sekarang susah ya dan juga klau buat akun nya ribet itu aja si gangguan nya semoga di perbaiki lgi,2,negative,165
pilih kasih,pilih kasih,1,negative,11
aplikasikan bagusss🙏🏻🙏🏻🙏🏻,aplikasikan bagusss,5,positive,19
sangat bagus saya suka dengan apl nya,sangat bagus saya suka dengan apl nya,5,positive,37
apk yg bagus buat memosting vidio,apk yg bagus buat memosting vidio,5,positive,33
"baguss,tapi aku hapus ap nya malah di pake orang terus isi nya yg aneh aneh",baguss tapi aku hapus ap nya malah di pake orang terus isi nya yg aneh aneh,4,positive,75
"jangan oversharing dong, masa ss story ada notif nya, ganti nama orang di dm ada pemberitahuannya, trus bisa liat vid yg temen like, gitu gitu kurangin deh...",jangan oversharing dong masa ss story ada notif nya ganti nama orang di dm ada pemberitahuannya trus bisa liat vid yg temen like gitu gitu kurangin deh,4,positive,151
"ini kenapa ya saat saya edit usia gabisa terus padahal apk ud di update tapi malah ada tulisan update aplikasi? gimana ini instagram sekarang dikit dikit lag, error terus?!",ini kenapa ya saat saya edit usia gabisa terus padahal apk ud di update tapi malah ada tulisan update aplikasi gimana ini instagram sekarang dikit dikit lag error terus,1,negative,168
